2,585779e-04 1600000 1 68
8,042214e-05 1600000 1 61
3,111968e-04 1600000 1 60
4,829864e-04 1600000 1 60
2,499221e-04 1600000 1 66
6,047399e-04 1600000 1 63
2,378878e-04 1600000 1 61
6,361309e-05 1600000 1 66
3,836123e-04 1600000 1 62
5,283455e-04 1600000 1 62
3,938596e-04 1600000 2 31
5,645112e-05 1600000 2 30
9,703563e-05 1600000 2 31
3,824608e-05 1600000 2 32
7,679715e-04 1600000 2 31
5,339159e-04 1600000 2 33
5,132258e-04 1600000 2 31
3,310912e-04 1600000 2 30
5,619312e-06 1600000 2 30
3,795357e-04 1600000 2 32
6,368398e-04 1599999 3 22
2,735270e-04 1599999 3 22
4,398440e-04 1599999 3 23
3,989030e-04 1599999 3 23
3,447903e-04 1599999 3 26
1,565481e-04 1599999 3 23
2,648025e-05 1599999 3 20
7,581831e-05 1599999 3 20
6,249032e-04 1599999 3 20
3,447903e-04 1599999 3 19
8,191591e-05 1600000 4 19
2,551368e-05 1600000 4 19
3,270145e-04 1600000 4 18
1,686554e-04 1600000 4 16
6,415087e-06 1600000 4 15
3,095075e-04 1600000 4 16
1,392117e-04 1600000 4 15
3,851061e-04 1600000 4 18
2,873236e-04 1600000 4 19
1,098658e-04 1600000 4 18
4,393165e-04 1600000 5 15
2,331131e-04 1600000 5 14
1,065591e-03 1600000 5 14
3,080137e-04 1600000 5 15
3,063244e-04 1600000 5 13
1,281686e-04 1600000 5 14
5,816624e-04 1600000 5 14
1,766131e-04 1600000 5 15
1,726342e-04 1600000 5 14
3,963447e-04 1600000 5 14
2,251410e-04 1599996 6 12
1,988804e-04 1599996 6 12
1,137323e-04 1599996 6 12
2,028593e-04 1599996 6 12
2,260644e-04 1599996 6 12
2,053742e-04 1599996 6 13
1,329585e-04 1599996 6 13
8,595636e-07 1599996 6 13
5,864236e-04 1599996 6 13
1,624022e-04 1599996 6 12
2,437421e-04 1599997 7 10
3,260337e-04 1599997 7 12
3,957353e-04 1599997 7 12
1,995053e-04 1599997 7 11
2,989773e-04 1599997 7 12
3,161577e-04 1599997 7 16
6,131648e-06 1599997 7 12
4,748438e-04 1599997 7 11
1,023134e-03 1599997 7 11
3,955425e-05 1599997 7 12
2,801616e-04 1600000 8 12
2,657399e-04 1600000 8 10
4,455850e-04 1600000 8 11
4,536405e-04 1600000 8 11
7,638948e-04 1600000 8 14
2,370920e-04 1600000 8 12
5,443588e-04 1600000 8 13
4,646835e-04 1600000 8 13
4,292295e-05 1600000 8 11
9,883033e-04 1600000 8 11
1,046955e-04 1599993 9 14
3,799334e-04 1599993 9 14
4,970141e-04 1599993 9 18
4,994015e-04 1599993 9 17
3,553656e-04 1599993 9 17
3,283092e-04 1599993 9 16
7,412167e-04 1599993 9 14
3,083134e-04 1599993 9 16
1,636410e-05 1599993 9 15
2,167989e-04 1599993 9 17
5,752962e-04 1600000 10 15
3,278103e-04 1600000 10 16
7,838870e-04 1600000 10 14
3,183588e-04 1600000 10 14
1,368244e-04 1600000 10 15
8,446639e-07 1600000 10 17
8,907788e-05 1600000 10 15
2,179934e-04 1600000 10 15
1,527399e-04 1600000 10 13
2,522117e-04 1600000 10 15
3,002860e-04 1599994 11 15
2,328851e-04 1599994 11 15
2,663078e-04 1599994 11 15
6,578304e-04 1599994 11 15
1,013415e-04 1599994 11 15
1,563779e-05 1599994 11 14
4,071604e-04 1599994 11 14
9,538597e-04 1599994 11 26
3,925962e-04 1599994 11 15
7,030620e-05 1599994 11 15
5,673250e-04 1599996 12 12
2,378734e-04 1599996 12 13
1,051063e-04 1599996 12 14
1,329585e-04 1599996 12 14
1,966206e-04 1599996 12 13
3,159871e-04 1599996 12 13
4,081697e-04 1599996 12 13
4,768282e-05 1599996 12 13
3,247407e-04 1599996 12 13
4,869516e-04 1599996 12 12
2,923407e-04 1599988 13 12
6,029126e-04 1599988 13 14
2,328746e-04 1599988 13 11
2,607269e-04 1599988 13 12
7,334206e-04 1599988 13 12
5,702856e-04 1599988 13 11
4,851371e-04 1599988 13 11
3,792982e-04 1599988 13 14
5,621103e-04 1599988 13 12
7,801542e-04 1599988 13 11
2,508357e-04 1599990 14 15
4,231897e-04 1599990 14 13
8,918664e-06 1599990 14 16
4,074985e-05 1599990 14 15
1,060038e-04 1599990 14 15
4,820774e-04 1599990 14 16
4,383095e-04 1599990 14 17
4,558167e-04 1599990 14 15
5,715349e-04 1599990 14 16
2,365117e-04 1599990 14 16
2,448292e-04 16000000 1 601
3,997858e-05 16000000 1 581
1,461157e-05 16000000 1 586
2,420258e-04 16000000 1 578
9,090816e-05 16000000 1 581
1,597427e-04 16000000 1 587
9,361379e-05 16000000 1 587
1,954116e-04 16000000 1 563
3,830745e-05 16000000 1 575
1,276912e-04 16000000 1 578
1,185397e-04 16000000 2 299
6,679619e-05 16000000 2 295
2,116272e-04 16000000 2 297
2,336509e-05 16000000 2 293
4,644256e-05 16000000 2 298
6,615957e-05 16000000 2 337
3,544266e-05 16000000 2 292
1,314131e-04 16000000 2 294
9,345464e-05 16000000 2 295
4,053562e-05 16000000 2 292
5,115471e-05 15999999 3 195
1,435714e-04 15999999 3 196
4,187136e-05 15999999 3 231
8,402020e-05 15999999 3 225
9,574532e-05 15999999 3 199
1,265418e-04 15999999 3 195
2,181878e-04 15999999 3 196
1,311301e-04 15999999 3 197
8,349038e-05 15999999 3 230
3,164137e-04 15999999 3 208
3,297576e-05 16000000 4 171
2,432194e-04 16000000 4 166
2,568454e-04 16000000 4 152
2,370306e-04 16000000 4 167
3,357862e-04 16000000 4 164
1,537744e-04 16000000 4 169
1,224350e-06 16000000 4 170
5,955464e-05 16000000 4 172
2,255714e-04 16000000 4 161
7,373763e-05 16000000 4 152
3,197912e-04 16000000 5 134
2,573421e-05 16000000 5 138
6,227847e-05 16000000 5 132
1,499125e-05 16000000 5 138
2,408503e-04 16000000 5 137
4,107340e-06 16000000 5 154
2,780744e-04 16000000 5 137
9,856180e-07 16000000 5 140
1,163116e-04 16000000 5 144
1,637215e-04 16000000 5 144
5,622366e-05 15999996 6 120
1,990609e-04 15999996 6 118
5,654197e-05 15999996 6 119
3,266439e-05 15999996 6 127
1,338913e-04 15999996 6 122
1,734370e-04 15999996 6 126
2,335816e-05 15999996 6 119
5,025535e-05 15999996 6 120
3,027707e-05 15999996 6 119
2,125891e-04 15999996 6 126
7,058869e-05 15999998 7 109
1,979057e-04 15999998 7 109
