1,061678e-05 160000000 1 5725
1,687724e-05 160000000 1 5710
4,041058e-05 160000000 1 5723
3,042928e-05 160000000 1 5692
2,548185e-05 160000000 1 5723
6,445661e-05 160000000 1 5705
4,415868e-05 160000000 1 5723
3,486175e-05 160000000 1 5723
8,714876e-06 160000000 1 5720
4,438150e-05 160000000 1 5640
1,112209e-05 320000000 2 5746
3,466720e-08 320000000 2 5753
2,269101e-06 320000000 2 5750
2,376695e-05 320000000 2 5750
4,790450e-05 320000000 2 5745
3,542108e-05 320000000 2 5807
1,869558e-05 320000000 2 5745
2,539601e-05 320000000 2 5788
3,498573e-06 320000000 2 6268
3,791981e-05 320000000 2 5741
3,939464e-05 480000000 3 6368
9,704656e-06 480000000 3 5861
4,590180e-05 480000000 3 5880
2,202786e-06 480000000 3 6167
1,199914e-05 480000000 3 5981
8,052097e-06 480000000 3 5823
3,701830e-05 480000000 3 5735
2,812382e-05 480000000 3 5914
5,120394e-05 480000000 3 5937
1,489805e-05 480000000 3 5728
1,430718e-05 640000000 4 6426
5,819949e-06 640000000 4 6736
3,157152e-05 640000000 4 6459
1,408407e-05 640000000 4 6389
2,690002e-05 640000000 4 6550
2,236639e-05 640000000 4 6696
5,191287e-06 640000000 4 6398
5,678363e-07 640000000 4 6117
3,775104e-06 640000000 4 6577
2,763442e-05 640000000 4 6594
1,135224e-06 800000000 5 6493
1,837489e-05 800000000 5 6716
1,713736e-05 800000000 5 6532
1,644115e-05 800000000 5 6684
1,324851e-05 800000000 5 6494
3,070940e-05 800000000 5 6750
4,674666e-07 800000000 5 6565
3,087157e-06 800000000 5 6874
5,776182e-06 800000000 5 6602
1,770484e-05 800000000 5 6593
4,811968e-06 960000000 6 6692
1,473693e-06 960000000 6 6742
1,703109e-05 960000000 6 6770
1,310261e-05 960000000 6 6776
7,729809e-06 960000000 6 6774
1,611293e-05 960000000 6 6759
5,896507e-06 960000000 6 6847
1,240233e-05 960000000 6 6661
3,922488e-05 960000000 6 6740
1,934510e-05 960000000 6 6797
3,201061e-05 1120000000 7 6846
9,423115e-06 1120000000 7 6835
1,426596e-05 1120000000 7 6815
2,453714e-05 1120000000 7 6881
3,146834e-05 1120000000 7 6827
3,492883e-05 1120000000 7 6823
1,169902e-05 1120000000 7 6849
1,651914e-05 1120000000 7 6871
1,584729e-05 1120000000 7 6880
2,843417e-05 1120000000 7 6847
1,058465e-05 1280000000 8 6971
1,811168e-05 1280000000 8 6962
4,858057e-06 1280000000 8 6967
1,909711e-06 1280000000 8 7028
1,862227e-05 1280000000 8 6920
1,333634e-05 1280000000 8 6911
3,047404e-05 1280000000 8 6947
9,052784e-06 1280000000 8 6972
2,558268e-06 1280000000 8 6942
6,676040e-07 1280000000 8 6936
3,209366e-06 1440000000 9 8585
7,073295e-06 1440000000 9 8827
9,713498e-06 1440000000 9 8894
6,153365e-06 1440000000 9 8939
1,434933e-05 1440000000 9 8744
1,181169e-05 1440000000 9 9189
7,813365e-06 1440000000 9 8612
5,920822e-06 1440000000 9 8420
5,649742e-06 1440000000 9 8937
2,899531e-06 1440000000 9 8796
1,536686e-05 1600000000 10 10474
3,493900e-06 1600000000 10 9978
2,271488e-06 1600000000 10 9627
2,140201e-05 1600000000 10 10582
3,835287e-06 1600000000 10 9109
1,464987e-05 1600000000 10 9919
1,332082e-05 1600000000 10 9303
6,135872e-06 1600000000 10 8977
6,505907e-06 1600000000 10 9798
6,903693e-06 1600000000 10 9339
1,355859e-07 1760000000 11 10452
7,212917e-06 1760000000 11 10127
1,515414e-05 1760000000 11 11285
2,670490e-06 1760000000 11 10589
1,872633e-05 1760000000 11 10110
1,205656e-06 1760000000 11 10584
1,130982e-05 1760000000 11 10535
1,011038e-05 1760000000 11 10375
4,088416e-06 1760000000 11 10836
1,782360e-05 1760000000 11 10140
6,044756e-06 1920000000 12 11036
2,205803e-05 1920000000 12 11428
1,208299e-05 1920000000 12 11461
1,367786e-05 1920000000 12 10618
5,136246e-06 1920000000 12 10691
8,315366e-06 1920000000 12 11289
2,277820e-05 1920000000 12 10784
1,129451e-05 1920000000 12 11174
2,082094e-06 1920000000 12 10792
4,948209e-06 1920000000 12 10804
2,621519e-05 2080000000 13 11494
1,091077e-05 2080000000 13 12037
1,158211e-05 2080000000 13 12736
7,884209e-06 2080000000 13 12039
5,057373e-06 2080000000 13 11763
1,159023e-05 2080000000 13 11999
5,105895e-06 2080000000 13 11985
1,687051e-05 2080000000 13 12177
9,470250e-06 2080000000 13 11870
2,563088e-06 2080000000 13 11485
1,683462e-05 -2054967296 14 12605
1,454052e-05 -2054967296 14 13141
9,240075e-06 -2054967296 14 12486
9,944348e-06 -2054967296 14 13012
2,516127e-05 -2054967296 14 13033
1,556365e-05 -2054967296 14 13198
5,273138e-06 -2054967296 14 12679
6,504316e-06 -2054967296 14 12728
5,445367e-06 -2054967296 14 13020
1,566994e-05 -2054967296 14 12645
