3,004960e-05 16000000 1 577
1,191582e-04 16000000 1 573
2,463833e-05 16000000 1 579
1,725546e-04 16000000 1 575
9,060805e-05 16000000 1 576
1,265771e-04 16000000 1 566
2,907454e-04 16000000 1 576
1,755786e-04 16000000 1 576
5,702636e-05 16000000 1 575
8,201368e-05 16000000 1 570
2,219069e-06 32000000 2 577
1,347928e-05 32000000 2 576
7,011685e-05 32000000 2 580
6,687576e-05 32000000 2 590
1,386944e-04 32000000 2 584
2,378456e-05 32000000 2 581
1,006166e-04 32000000 2 579
1,447605e-04 32000000 2 580
1,570745e-05 32000000 2 583
5,187541e-05 32000000 2 676
1,296697e-05 48000000 3 671
4,400218e-05 48000000 3 640
1,509736e-05 48000000 3 657
7,241134e-05 48000000 3 580
9,440957e-05 48000000 3 587
7,350722e-05 48000000 3 645
1,405452e-05 48000000 3 580
8,271895e-06 48000000 3 655
4,198622e-05 48000000 3 587
1,329516e-04 48000000 3 633
2,459854e-05 64000000 4 652
1,037576e-05 64000000 4 647
8,839978e-05 64000000 4 646
5,575312e-05 64000000 4 604
1,037407e-05 64000000 4 617
3,361069e-05 64000000 4 597
8,488017e-05 64000000 4 651
2,213164e-05 64000000 4 632
1,563191e-04 64000000 4 668
2,199407e-05 64000000 4 658
7,537692e-05 80000000 5 677
2,350604e-05 80000000 5 686
6,956548e-05 80000000 5 693
6,951774e-05 80000000 5 688
5,205844e-05 80000000 5 699
7,844633e-05 80000000 5 753
4,321171e-05 80000000 5 693
1,126965e-04 80000000 5 674
3,157748e-05 80000000 5 662
4,757256e-05 80000000 5 659
5,042143e-05 96000000 6 686
7,192893e-05 96000000 6 683
2,768386e-05 96000000 6 738
9,391052e-05 96000000 6 690
9,648352e-05 96000000 6 700
3,117201e-05 96000000 6 742
4,733950e-05 96000000 6 734
3,322776e-05 96000000 6 685
7,961910e-06 96000000 6 703
7,617307e-05 96000000 6 682
4,576046e-05 112000000 7 737
8,693612e-05 112000000 7 757
5,284286e-05 112000000 7 711
1,969316e-05 112000000 7 776
1,288813e-05 112000000 7 745
4,016395e-06 112000000 7 717
1,092110e-04 112000000 7 739
8,966903e-05 112000000 7 719
4,506017e-05 112000000 7 740
4,516248e-05 112000000 7 726
4,142917e-05 128000000 8 768
6,546157e-05 128000000 8 702
2,958208e-05 128000000 8 780
2,381441e-05 128000000 8 822
4,478307e-05 128000000 8 748
9,209188e-05 128000000 8 761
4,231447e-05 128000000 8 759
6,952235e-06 128000000 8 747
6,898287e-05 128000000 8 770
3,596817e-05 128000000 8 774
1,020986e-06 144000000 9 903
3,167651e-05 144000000 9 945
1,728341e-06 144000000 9 899
1,029686e-04 144000000 9 897
1,682205e-05 144000000 9 896
1,393074e-05 144000000 9 943
5,316243e-05 144000000 9 934
1,216339e-04 144000000 9 924
3,295859e-05 144000000 9 973
2,235711e-05 144000000 9 979
5,355450e-05 160000000 10 1068
2,025928e-05 160000000 10 1103
6,520464e-05 160000000 10 1079
1,343949e-05 160000000 10 952
2,467812e-05 160000000 10 974
8,314703e-06 160000000 10 1014
3,946133e-05 160000000 10 1058
1,776055e-05 160000000 10 1111
1,275741e-05 160000000 10 1115
6,404844e-06 160000000 10 1031
6,968268e-05 176000000 11 1032
2,096200e-06 176000000 11 1072
8,610831e-05 176000000 11 1086
1,046630e-05 176000000 11 1101
3,150369e-05 176000000 11 1088
1,959951e-05 176000000 11 1143
6,341053e-05 176000000 11 1034
3,383314e-05 176000000 11 1116
3,467232e-05 176000000 11 1087
6,519869e-06 176000000 11 1136
2,031694e-06 192000000 12 1214
3,337365e-05 192000000 12 1132
1,282107e-05 192000000 12 1085
2,785628e-05 192000000 12 1147
2,966667e-05 192000000 12 1206
1,736362e-05 192000000 12 1268
1,607712e-05 192000000 12 1243
4,377840e-05 192000000 12 1211
5,388968e-05 192000000 12 1226
3,833398e-05 192000000 12 1138
3,337349e-05 208000000 13 1272
1,982099e-05 208000000 13 1263
1,680301e-05 208000000 13 1251
5,265172e-07 208000000 13 1253
4,505301e-05 208000000 13 1228
1,792338e-05 208000000 13 1298
1,451362e-05 208000000 13 1329
9,818554e-06 208000000 13 1317
2,854375e-05 208000000 13 1385
6,129504e-08 208000000 13 1359
3,704673e-05 224000000 14 1445
1,095554e-05 224000000 14 1355
2,400739e-05 224000000 14 1332
4,084604e-06 224000000 14 1435
4,713487e-05 224000000 14 1338
4,226706e-06 224000000 14 1340
7,166178e-05 224000000 14 1329
5,426053e-06 224000000 14 1488
6,684566e-07 224000000 14 1371
6,088587e-05 224000000 14 1339
